Delivery Day,Hours,"Prices
(EUR/MWh)"
2/11/2020,H20,18.98
2/11/2020,H21,21.65
2/11/2020,H22,20.01
2/11/2020,H23,20.17
2/11/2020,H24,20.05
2/12/2020,H1,24.63
2/12/2020,H2,23.18
2/12/2020,H3,28.7
2/12/2020,H4,29.99
2/12/2020,H5,30.49
2/12/2020,H6,33.78
2/12/2020,H7,31.01
2/12/2020,H8,31.95
2/12/2020,H9,30.63
2/12/2020,H10,30.63
2/12/2020,H11,30.44
2/12/2020,H12,30.71
2/12/2020,H13,32.2
2/12/2020,H14,34.01
2/12/2020,H15,37.58
2/12/2020,H16,39.51
2/12/2020,H17,40.77
2/12/2020,H18,42.97
2/12/2020,H19,31.63
2/12/2020,H20,26.92
2/12/2020,H21,22.59
2/12/2020,H22,21.1
2/12/2020,H23,19.28
2/12/2020,H24,18.86
2/13/2020,H1,26.31
2/13/2020,H2,28.53
2/13/2020,H3,34.71
2/13/2020,H4,40.94
2/13/2020,H5,41.66
2/13/2020,H6,40.46
2/13/2020,H7,39
2/13/2020,H8,39.02
2/13/2020,H9,38.96
2/13/2020,H10,37.58
2/13/2020,H11,37.02
2/13/2020,H12,38.6
2/13/2020,H13,37.99
2/13/2020,H14,40.82
2/13/2020,H15,41.04
2/13/2020,H16,43.98
2/13/2020,H17,43.12
2/13/2020,H18,41.9
2/13/2020,H19,40.78
2/13/2020,H20,34.79
2/13/2020,H21,41.5
2/13/2020,H22,34.44
2/13/2020,H23,28.77
2/13/2020,H24,26.38
2/14/2020,H1,26.09
2/14/2020,H2,30.04
2/14/2020,H3,42.91
2/14/2020,H4,49.01
2/14/2020,H5,50.78
2/14/2020,H6,48.94
2/14/2020,H7,45.56
2/14/2020,H8,41.38
2/14/2020,H9,35.71
2/14/2020,H10,33.93
2/14/2020,H11,33.04
2/14/2020,H12,34.37
2/14/2020,H13,35.48
2/14/2020,H14,43.91
2/14/2020,H15,49.92
2/14/2020,H16,54.9
2/14/2020,H17,54.94
2/14/2020,H18,48.11
2/14/2020,H19,43.54
2/14/2020,H20,36.22
2/14/2020,H21,32.13
2/14/2020,H22,28.17
2/14/2020,H23,26.8
2/14/2020,H24,26.1
2/15/2020,H1,4.02
2/15/2020,H2,3.04
2/15/2020,H3,2.91
2/15/2020,H4,6.56
2/15/2020,H5,7.56
2/15/2020,H6,6.5
2/15/2020,H7,3.07
2/15/2020,H8,2.28
2/15/2020,H9,1
2/15/2020,H10,0.4
2/15/2020,H11,1
2/15/2020,H12,2.05
2/15/2020,H13,10.26
2/15/2020,H14,23.98
2/15/2020,H15,36.54
2/15/2020,H16,46.41
2/15/2020,H17,39.81
2/15/2020,H18,33.57
2/15/2020,H19,33
2/15/2020,H20,27.06
2/15/2020,H21,28.98
2/15/2020,H22,25.54
2/15/2020,H23,24.3
2/15/2020,H24,24.7
2/16/2020,H1,26.9
2/16/2020,H2,30.81
2/16/2020,H3,39.49
2/16/2020,H4,47.54
2/16/2020,H5,48.19
2/16/2020,H6,46.96
2/16/2020,H7,46.42
2/16/2020,H8,43.68
2/16/2020,H9,45.95
2/16/2020,H10,43.73
2/16/2020,H11,45.49
2/16/2020,H12,47.52
2/16/2020,H13,48.67
2/16/2020,H14,53.83
2/16/2020,H15,53.35
2/16/2020,H16,48.57
2/16/2020,H17,45.01
2/16/2020,H18,39.2
2/16/2020,H19,37.17
2/16/2020,H20,33.2
2/16/2020,H21,18.59
2/16/2020,H22,11
2/16/2020,H23,8
2/16/2020,H24,6.28
2/17/2020,H1,41.61
2/17/2020,H2,49.01
2/17/2020,H3,67.83
2/17/2020,H4,75
2/17/2020,H5,77.93
2/17/2020,H6,81.84
2/17/2020,H7,75
2/17/2020,H8,75
2/17/2020,H9,75
2/17/2020,H10,75
2/17/2020,H11,75
2/17/2020,H12,75
2/17/2020,H13,81.03
2/17/2020,H14,75.43
2/17/2020,H15,71.36
2/17/2020,H16,66.02
2/17/2020,H17,59.98
2/17/2020,H18,53.32
2/17/2020,H19,49.91
2/17/2020,H20,43.96
2/17/2020,H21,29.8
2/17/2020,H22,28.8
2/17/2020,H23,26.28
2/17/2020,H24,24.29
2/18/2020,H1,27.21
2/18/2020,H2,28.04
2/18/2020,H3,30.01
2/18/2020,H4,31.7
2/18/2020,H5,37.79
2/18/2020,H6,40.14
2/18/2020,H7,39.81
2/18/2020,H8,39.76
2/18/2020,H9,39.16
2/18/2020,H10,35.44
2/18/2020,H11,35.34
2/18/2020,H12,36.6
2/18/2020,H13,40.86
2/18/2020,H14,44.94
2/18/2020,H15,45.58
2/18/2020,H16,44.99
2/18/2020,H17,42.66
2/18/2020,H18,38.23
2/18/2020,H19,35.9
2/18/2020,H20,30.84
2/18/2020,H21,47.93
2/18/2020,H22,44.8
2/18/2020,H23,41.16
2/18/2020,H24,40.03
2/19/2020,H1,20.36
2/19/2020,H2,26.17
2/19/2020,H3,39.03
2/19/2020,H4,50.52
2/19/2020,H5,52.02
2/19/2020,H6,51.28
2/19/2020,H7,48.09
2/19/2020,H8,47.01
2/19/2020,H9,44.15
2/19/2020,H10,42.11
2/19/2020,H11,41.7
2/19/2020,H12,41.55
2/19/2020,H13,43.94
2/19/2020,H14,46.99
2/19/2020,H15,47.02
2/19/2020,H16,45.44
2/19/2020,H17,41.51
2/19/2020,H18,37.3
2/19/2020,H19,33.51
2/19/2020,H20,27.87
2/19/2020,H21,33.45
2/19/2020,H22,31.78
2/19/2020,H23,30.38
2/19/2020,H24,27.94
2/20/2020,H1,27.21
2/20/2020,H2,31.92
2/20/2020,H3,41.04
2/20/2020,H4,51.59
2/20/2020,H5,56.42
2/20/2020,H6,50.02
2/20/2020,H7,43.95
2/20/2020,H8,42.08
2/20/2020,H9,38.83
2/20/2020,H10,37.18
2/20/2020,H11,37.03
2/20/2020,H12,38.9
2/20/2020,H13,40.98
2/20/2020,H14,48.01
2/20/2020,H15,63.82
2/20/2020,H16,57.59
2/20/2020,H17,43.39
2/20/2020,H18,35.14
2/20/2020,H19,29.93
2/20/2020,H20,23.1
2/20/2020,H21,24.53
2/20/2020,H22,20.19
2/20/2020,H23,19.43
2/20/2020,H24,18.16
2/21/2020,H1,3.32
2/21/2020,H2,2.09
2/21/2020,H3,1.89
2/21/2020,H4,3.01
2/21/2020,H5,0.02
2/21/2020,H6,0
2/21/2020,H7,0
2/21/2020,H8,0
2/21/2020,H9,0
2/21/2020,H10,-5
2/21/2020,H11,-8.12
2/21/2020,H12,-1.99
2/21/2020,H13,0
2/21/2020,H14,0
2/21/2020,H15,12.42
2/21/2020,H16,30
2/21/2020,H17,35.11
2/21/2020,H18,21.05
2/21/2020,H19,16.49
2/21/2020,H20,12.55
2/21/2020,H21,29.36
2/21/2020,H22,27.97
2/21/2020,H23,26.95
2/21/2020,H24,26.27
2/22/2020,H1,18.62
2/22/2020,H2,21.71
2/22/2020,H3,28.87
2/22/2020,H4,35.02
2/22/2020,H5,35.39
2/22/2020,H6,32.75
2/22/2020,H7,32.85
2/22/2020,H8,32.67
2/22/2020,H9,34.06
2/22/2020,H10,32.59
2/22/2020,H11,30.68
2/22/2020,H12,32.24
2/22/2020,H13,36.59
2/22/2020,H14,39.26
2/22/2020,H15,36
2/22/2020,H16,41.13
2/22/2020,H17,42.99
2/22/2020,H18,38.72
2/22/2020,H19,32.11
2/22/2020,H20,24.15
2/22/2020,H21,15.5
2/22/2020,H22,9.3
2/22/2020,H23,6.37
2/22/2020,H24,4.52
2/23/2020,H1,16.94
2/23/2020,H2,19.08
2/23/2020,H3,26.02
2/23/2020,H4,35.2
2/23/2020,H5,39.2
2/23/2020,H6,33.78
2/23/2020,H7,30.1
2/23/2020,H8,27.84
2/23/2020,H9,26.11
2/23/2020,H10,24.17
2/23/2020,H11,21.49
2/23/2020,H12,20.46
2/23/2020,H13,21.2
2/23/2020,H14,22.59
2/23/2020,H15,24.8
2/23/2020,H16,25.91
2/23/2020,H17,26.1
2/23/2020,H18,24.12
2/23/2020,H19,21.61
2/23/2020,H20,18.4
2/23/2020,H21,25.96
2/23/2020,H22,21.14
2/23/2020,H23,18.77
2/23/2020,H24,18
2/24/2020,H1,3.06
2/24/2020,H2,1.07
2/24/2020,H3,1.02
2/24/2020,H4,10.02
2/24/2020,H5,8.02
2/24/2020,H6,9.06
2/24/2020,H7,12.99
2/24/2020,H8,16.43
2/24/2020,H9,20
2/24/2020,H10,12.92
2/24/2020,H11,10.98
2/24/2020,H12,12.05
2/24/2020,H13,14.97
2/24/2020,H14,25
2/24/2020,H15,30.95
2/24/2020,H16,40.5
2/24/2020,H17,35.07
2/24/2020,H18,43.07
2/24/2020,H19,31.03
2/24/2020,H20,20.05
2/24/2020,H21,19.01
2/24/2020,H22,17.51
2/24/2020,H23,16.64
2/24/2020,H24,16.5
2/25/2020,H1,22.91
2/25/2020,H2,25.35
2/25/2020,H3,32.18
2/25/2020,H4,40.92
2/25/2020,H5,44.9
2/25/2020,H6,45.29
2/25/2020,H7,43.41
2/25/2020,H8,43.85
2/25/2020,H9,43.85
2/25/2020,H10,41.38
2/25/2020,H11,39.01
2/25/2020,H12,38.96
2/25/2020,H13,39.9
2/25/2020,H14,40.24
2/25/2020,H15,41.5
2/25/2020,H16,43.48
2/25/2020,H17,43.91
2/25/2020,H18,41.96
2/25/2020,H19,40
2/25/2020,H20,33.35
2/25/2020,H21,22.98
2/25/2020,H22,16.52
2/25/2020,H23,7.39
2/25/2020,H24,3.35
2/26/2020,H1,27.85
2/26/2020,H2,28.64
2/26/2020,H3,29.89
2/26/2020,H4,31.57
2/26/2020,H5,33.99
2/26/2020,H6,34.2
2/26/2020,H7,30.5
2/26/2020,H8,29.27
2/26/2020,H9,26.2
2/26/2020,H10,24.91
2/26/2020,H11,23.6
2/26/2020,H12,26.38
2/26/2020,H13,29.1
2/26/2020,H14,32.42
2/26/2020,H15,37.48
2/26/2020,H16,42.7
2/26/2020,H17,43.78
2/26/2020,H18,40.88
2/26/2020,H19,37.7
2/26/2020,H20,33
2/26/2020,H21,32.33
2/26/2020,H22,28.07
2/26/2020,H23,24.52
2/26/2020,H24,22.51
2/27/2020,H1,15.78
2/27/2020,H2,22.64
2/27/2020,H3,35.09
2/27/2020,H4,45.68
2/27/2020,H5,50.91
2/27/2020,H6,47
2/27/2020,H7,41.33
2/27/2020,H8,39.55
2/27/2020,H9,37.25
2/27/2020,H10,36.37
2/27/2020,H11,35.75
2/27/2020,H12,36.32
2/27/2020,H13,40.46
2/27/2020,H14,46.7
2/27/2020,H15,51.89
2/27/2020,H16,56.66
2/27/2020,H17,48.74
2/27/2020,H18,37.82
2/27/2020,H19,33.86
2/27/2020,H20,27.5
2/27/2020,H21,35.8
2/27/2020,H22,31.78
2/27/2020,H23,29.88
2/27/2020,H24,28.41
2/28/2020,H1,31.65
2/28/2020,H2,33.93
2/28/2020,H3,42.4
2/28/2020,H4,48
2/28/2020,H5,51.05
2/28/2020,H6,45.91
2/28/2020,H7,41.67
2/28/2020,H8,40.94
2/28/2020,H9,39.37
2/28/2020,H10,38.91
2/28/2020,H11,40.56
2/28/2020,H12,41.05
2/28/2020,H13,45.4
2/28/2020,H14,52.98
2/28/2020,H15,53.47
2/28/2020,H16,48.56
2/28/2020,H17,42.65
2/28/2020,H18,36.61
2/28/2020,H19,36.11
2/28/2020,H20,32.96
2/28/2020,H21,19
2/28/2020,H22,16.5
2/28/2020,H23,14
2/28/2020,H24,12.96
2/29/2020,H1,38.81
2/29/2020,H2,40.89
2/29/2020,H3,43.01
2/29/2020,H4,47.71
2/29/2020,H5,50.9
2/29/2020,H6,52.09
2/29/2020,H7,52.09
2/29/2020,H8,52.77
2/29/2020,H9,52.54
2/29/2020,H10,51.41
2/29/2020,H11,51.01
2/29/2020,H12,55.03
2/29/2020,H13,59.94
2/29/2020,H14,66.05
2/29/2020,H15,63.67
2/29/2020,H16,63.94
2/29/2020,H17,57.12
2/29/2020,H18,47.95
2/29/2020,H19,48
2/29/2020,H20,41.96
2/29/2020,H21,32.5
2/29/2020,H22,31.79
2/29/2020,H23,30.77
2/29/2020,H24,29.58
3/1/2020,H1,28.27
3/1/2020,H2,30.75
3/1/2020,H3,36.09
3/1/2020,H4,44.48
3/1/2020,H5,46.92
3/1/2020,H6,45.68
3/1/2020,H7,45
3/1/2020,H8,45.02
3/1/2020,H9,44.3
3/1/2020,H10,44.2
3/1/2020,H11,43.83
3/1/2020,H12,45.1
3/1/2020,H13,47
3/1/2020,H14,49.16
3/1/2020,H15,48.93
3/1/2020,H16,48
3/1/2020,H17,44.1
3/1/2020,H18,40.3
3/1/2020,H19,38.64
3/1/2020,H20,33.42
3/1/2020,H21,44.9
3/1/2020,H22,41.06
3/1/2020,H23,40.51
3/1/2020,H24,39
3/2/2020,H1,25.75
3/2/2020,H2,30.02
3/2/2020,H3,41.02
3/2/2020,H4,47.32
3/2/2020,H5,48.14
3/2/2020,H6,45.06
3/2/2020,H7,43.42
3/2/2020,H8,41.66
3/2/2020,H9,39.6
3/2/2020,H10,39.56
3/2/2020,H11,39.6
3/2/2020,H12,41.02
3/2/2020,H13,45.32
3/2/2020,H14,49.14
3/2/2020,H15,50.02
3/2/2020,H16,48.83
3/2/2020,H17,47.04
3/2/2020,H18,45.03
3/2/2020,H19,42.67
3/2/2020,H20,38.04
3/2/2020,H21,32.08
3/2/2020,H22,30.12
3/2/2020,H23,29.01
3/2/2020,H24,28.62
3/3/2020,H1,21.94
3/3/2020,H2,29.09
3/3/2020,H3,40.99
3/3/2020,H4,48.64
3/3/2020,H5,50.8
3/3/2020,H6,48.34
3/3/2020,H7,42.19
3/3/2020,H8,39.87
3/3/2020,H9,39.82
3/3/2020,H10,36.3
3/3/2020,H11,36.05
3/3/2020,H12,38.41
3/3/2020,H13,41.91
3/3/2020,H14,44.77
3/3/2020,H15,51.61
3/3/2020,H16,48.31
3/3/2020,H17,41.08
3/3/2020,H18,32.7
3/3/2020,H19,31.52
3/3/2020,H20,26.69
3/3/2020,H21,29.67
3/3/2020,H22,27.2
3/3/2020,H23,25.79
3/3/2020,H24,24.47
3/4/2020,H1,4.2
3/4/2020,H2,10
3/4/2020,H3,22
3/4/2020,H4,27
3/4/2020,H5,28.41
3/4/2020,H6,24.99
3/4/2020,H7,22.1
3/4/2020,H8,23.99
3/4/2020,H9,17.52
3/4/2020,H10,10.35
3/4/2020,H11,9
3/4/2020,H12,10.35
3/4/2020,H13,20.1
3/4/2020,H14,26.17
3/4/2020,H15,32
3/4/2020,H16,45.67
3/4/2020,H17,45.41
3/4/2020,H18,35.3
3/4/2020,H19,30.99
3/4/2020,H20,26.35
3/4/2020,H21,27.81
3/4/2020,H22,23
3/4/2020,H23,21.27
3/4/2020,H24,21.07
3/5/2020,H1,19.07
3/5/2020,H2,20.12
3/5/2020,H3,25.13
3/5/2020,H4,30.32
3/5/2020,H5,31.2
3/5/2020,H6,30.1
3/5/2020,H7,29.76
3/5/2020,H8,28.4
3/5/2020,H9,26.03
3/5/2020,H10,24.46
3/5/2020,H11,26.99
3/5/2020,H12,26.63
3/5/2020,H13,26.99
3/5/2020,H14,27.84
3/5/2020,H15,35.18
3/5/2020,H16,38.1
3/5/2020,H17,41.03
3/5/2020,H18,33.09
3/5/2020,H19,28.57
3/5/2020,H20,21.51
3/5/2020,H21,6.94
3/5/2020,H22,3
3/5/2020,H23,3.86
3/5/2020,H24,3.5
3/6/2020,H1,3.38
3/6/2020,H2,4.22
3/6/2020,H3,13.7
3/6/2020,H4,13.43
3/6/2020,H5,16.41
3/6/2020,H6,17.65
3/6/2020,H7,19.51
3/6/2020,H8,17.74
3/6/2020,H9,12.4
3/6/2020,H10,8.27
3/6/2020,H11,7.09
3/6/2020,H12,6.95
3/6/2020,H13,18.53
3/6/2020,H14,20.46
3/6/2020,H15,22.33
3/6/2020,H16,30.05
3/6/2020,H17,37.99
3/6/2020,H18,37.93
3/6/2020,H19,26.66
3/6/2020,H20,21.49
3/6/2020,H21,23.84
3/6/2020,H22,20.28
3/6/2020,H23,19.37
3/6/2020,H24,19
3/7/2020,H1,12.4
3/7/2020,H2,18.18
3/7/2020,H3,28.61
3/7/2020,H4,32.34
3/7/2020,H5,31.98
3/7/2020,H6,34.06
3/7/2020,H7,30.23
3/7/2020,H8,35.11
3/7/2020,H9,36.99
3/7/2020,H10,37.06
3/7/2020,H11,38.65
3/7/2020,H12,39.66
3/7/2020,H13,41.9
3/7/2020,H14,40.01
3/7/2020,H15,42
3/7/2020,H16,42.1
3/7/2020,H17,45.06
3/7/2020,H18,45.07
3/7/2020,H19,38.75
3/7/2020,H20,33.01
3/7/2020,H21,15
3/7/2020,H22,10.59
3/7/2020,H23,7.23
3/7/2020,H24,6.2
3/8/2020,H1,22.98
3/8/2020,H2,26.01
3/8/2020,H3,33.56
3/8/2020,H4,39.97
3/8/2020,H5,40.96
3/8/2020,H6,38.05
3/8/2020,H7,34.94
3/8/2020,H8,32.97
3/8/2020,H9,31.23
3/8/2020,H10,31.17
3/8/2020,H11,30.28
3/8/2020,H12,34.31
3/8/2020,H13,38.68
3/8/2020,H14,39.86
3/8/2020,H15,43.3
3/8/2020,H16,47.98
3/8/2020,H17,48.2
3/8/2020,H18,44.01
3/8/2020,H19,41
3/8/2020,H20,36.35
3/8/2020,H21,21.74
3/8/2020,H22,15.94
3/8/2020,H23,11.82
3/8/2020,H24,10.19
3/9/2020,H1,28.06
3/9/2020,H2,29.03
3/9/2020,H3,28.96
3/9/2020,H4,30.22
3/9/2020,H5,32.5
3/9/2020,H6,32.18
3/9/2020,H7,31.9
3/9/2020,H8,31.9
3/9/2020,H9,30.75
3/9/2020,H10,29
3/9/2020,H11,27.75
3/9/2020,H12,28.29
3/9/2020,H13,31.17
3/9/2020,H14,36.12
3/9/2020,H15,42.4
3/9/2020,H16,47
3/9/2020,H17,49
3/9/2020,H18,46
3/9/2020,H19,43.1
3/9/2020,H20,38.52
3/9/2020,H21,32
3/9/2020,H22,26.23
3/9/2020,H23,24
3/9/2020,H24,22.98
3/10/2020,H1,20.45
3/10/2020,H2,30.38
3/10/2020,H3,38.5
3/10/2020,H4,46.82
3/10/2020,H5,50.1
3/10/2020,H6,47.42
3/10/2020,H7,42.87
3/10/2020,H8,41.83
3/10/2020,H9,42.61
3/10/2020,H10,37.81
3/10/2020,H11,36.46
3/10/2020,H12,39
3/10/2020,H13,40.7
3/10/2020,H14,46
3/10/2020,H15,49.55
3/10/2020,H16,56.8
3/10/2020,H17,48.36
3/10/2020,H18,38.84
3/10/2020,H19,37.08
3/10/2020,H20,33.92
3/10/2020,H21,33.09
3/10/2020,H22,30
3/10/2020,H23,28.65
3/10/2020,H24,27.89
3/11/2020,H1,29.81
3/11/2020,H2,33
3/11/2020,H3,40.15
3/11/2020,H4,48
3/11/2020,H5,50.4
3/11/2020,H6,46.98
3/11/2020,H7,42.95
3/11/2020,H8,40.78
3/11/2020,H9,39.84
3/11/2020,H10,39.41
3/11/2020,H11,42.28
3/11/2020,H12,45.93
3/11/2020,H13,51.64
3/11/2020,H14,56
3/11/2020,H15,54.97
3/11/2020,H16,49.1
3/11/2020,H17,44.11
3/11/2020,H18,38.64
3/11/2020,H19,37.52
3/11/2020,H20,34
3/11/2020,H21,29.09
3/11/2020,H22,24.02
3/11/2020,H23,19.47
3/11/2020,H24,18.4
3/12/2020,H1,34.11
3/12/2020,H2,34.3
3/12/2020,H3,34.68
3/12/2020,H4,37.2
3/12/2020,H5,39.99
3/12/2020,H6,44.88
3/12/2020,H7,47.72
3/12/2020,H8,49.66
3/12/2020,H9,48.93
3/12/2020,H10,46.5
3/12/2020,H11,45.52
3/12/2020,H12,47.1
3/12/2020,H13,53
3/12/2020,H14,59.08
3/12/2020,H15,59.33
3/12/2020,H16,58.03
3/12/2020,H17,52.33
3/12/2020,H18,46.51
3/12/2020,H19,43.93
3/12/2020,H20,37.51
3/12/2020,H21,31.66
3/12/2020,H22,30.2
3/12/2020,H23,29.67
3/12/2020,H24,29.3
3/13/2020,H1,30.01
3/13/2020,H2,33.52
3/13/2020,H3,46.15
3/13/2020,H4,52
3/13/2020,H5,53.35
3/13/2020,H6,53.09
3/13/2020,H7,51.96
3/13/2020,H8,51.89
3/13/2020,H9,51.06
3/13/2020,H10,50.01
3/13/2020,H11,52.96
3/13/2020,H12,56.69
3/13/2020,H13,63
3/13/2020,H14,67.95
3/13/2020,H15,62.15
3/13/2020,H16,58.17
3/13/2020,H17,54.95
3/13/2020,H18,50.24
3/13/2020,H19,46.06
3/13/2020,H20,41.3
3/13/2020,H21,39.12
3/13/2020,H22,36.5
3/13/2020,H23,34.98
3/13/2020,H24,34.14
3/14/2020,H1,31.27
3/14/2020,H2,38.99
3/14/2020,H3,55.11
3/14/2020,H4,66.04
3/14/2020,H5,68.87
3/14/2020,H6,60.92
3/14/2020,H7,61.99
3/14/2020,H8,56.95
3/14/2020,H9,54.95
3/14/2020,H10,52.01
3/14/2020,H11,52.06
3/14/2020,H12,56.42
3/14/2020,H13,66.78
3/14/2020,H14,71.5
3/14/2020,H15,70.1
3/14/2020,H16,65.84
3/14/2020,H17,58.35
3/14/2020,H18,51.91
3/14/2020,H19,47.16
3/14/2020,H20,41.24
3/14/2020,H21,33.34
3/14/2020,H22,31.95
3/14/2020,H23,30.8
3/14/2020,H24,29.28
3/15/2020,H1,25.5
3/15/2020,H2,25.29
3/15/2020,H3,26.72
3/15/2020,H4,35.14
3/15/2020,H5,38.06
3/15/2020,H6,37.44
3/15/2020,H7,34.94
3/15/2020,H8,31.99
3/15/2020,H9,29.11
3/15/2020,H10,26.83
3/15/2020,H11,25.13
3/15/2020,H12,26.68
3/15/2020,H13,29.96
3/15/2020,H14,36.27
3/15/2020,H15,41.85
3/15/2020,H16,41.45
3/15/2020,H17,37.02
3/15/2020,H18,31.28
3/15/2020,H19,29.6
3/15/2020,H20,26.5
3/15/2020,H21,39.04
3/15/2020,H22,32.77
3/15/2020,H23,30.02
3/15/2020,H24,29.31
3/16/2020,H1,19.54
3/16/2020,H2,24.9
3/16/2020,H3,30.68
3/16/2020,H4,64.41
3/16/2020,H5,38.85
3/16/2020,H6,30.87
3/16/2020,H7,27.35
3/16/2020,H8,23.96
3/16/2020,H9,21.43
3/16/2020,H10,18.73
3/16/2020,H11,20.45
3/16/2020,H12,23.67
3/16/2020,H13,28.58
3/16/2020,H14,36.45
3/16/2020,H15,60.06
3/16/2020,H16,83.25
3/16/2020,H17,72.69
3/16/2020,H18,47.98
3/16/2020,H19,40.16
3/16/2020,H20,33.98
3/16/2020,H21,30.94
3/16/2020,H22,27.1
3/16/2020,H23,26.11
3/16/2020,H24,25.23
3/17/2020,H1,18.01
3/17/2020,H2,19.5
3/17/2020,H3,24.52
3/17/2020,H4,29.01
3/17/2020,H5,27.66
3/17/2020,H6,25
3/17/2020,H7,22.04
3/17/2020,H8,20.72
3/17/2020,H9,19.98
3/17/2020,H10,19
3/17/2020,H11,18.17
3/17/2020,H12,18.5
3/17/2020,H13,19.31
3/17/2020,H14,23.81
3/17/2020,H15,30.76
3/17/2020,H16,37.62
3/17/2020,H17,43.03
3/17/2020,H18,37.42
3/17/2020,H19,32.9
3/17/2020,H20,25.58
3/17/2020,H21,25.08
3/17/2020,H22,19.97
3/17/2020,H23,19.47
3/17/2020,H24,19.18
3/18/2020,H1,12.15
3/18/2020,H2,9.11
3/18/2020,H3,16.62
3/18/2020,H4,16.53
3/18/2020,H5,17.04
3/18/2020,H6,15.83
3/18/2020,H7,14.5
3/18/2020,H8,13.07
3/18/2020,H9,10.75
3/18/2020,H10,8.2
3/18/2020,H11,6.24
3/18/2020,H12,9.05
3/18/2020,H13,14.96
3/18/2020,H14,19.66
3/18/2020,H15,22.62
3/18/2020,H16,28.5
3/18/2020,H17,35.07
3/18/2020,H18,36.5
3/18/2020,H19,32.5
3/18/2020,H20,28.5
3/18/2020,H21,19.69
3/18/2020,H22,19
3/18/2020,H23,18.74
3/18/2020,H24,18.42
3/19/2020,H1,26.04
3/19/2020,H2,27.2
3/19/2020,H3,34.51
3/19/2020,H4,39.01
3/19/2020,H5,39
3/19/2020,H6,36.92
3/19/2020,H7,37
3/19/2020,H8,35.96
3/19/2020,H9,30.08
3/19/2020,H10,31.2
3/19/2020,H11,27.85
3/19/2020,H12,27.52
3/19/2020,H13,28.73
3/19/2020,H14,33.36
3/19/2020,H15,37.01
3/19/2020,H16,41.87
3/19/2020,H17,42.59
3/19/2020,H18,41.3
3/19/2020,H19,40.5
3/19/2020,H20,36.2
3/19/2020,H21,27.29
3/19/2020,H22,21.49
3/19/2020,H23,18.39
3/19/2020,H24,15.16
3/20/2020,H1,24.6
3/20/2020,H2,27.05
3/20/2020,H3,32.6
3/20/2020,H4,38.78
3/20/2020,H5,39.01
3/20/2020,H6,37.01
3/20/2020,H7,32.6
3/20/2020,H8,30.8
3/20/2020,H9,30.19
3/20/2020,H10,29.8
3/20/2020,H11,29.36
3/20/2020,H12,31.4
3/20/2020,H13,32.65
3/20/2020,H14,37.87
3/20/2020,H15,41.92
3/20/2020,H16,45.66
3/20/2020,H17,44.45
3/20/2020,H18,42.01
3/20/2020,H19,39.26
3/20/2020,H20,34.59
3/20/2020,H21,33.65
3/20/2020,H22,28.73
3/20/2020,H23,26.29
3/20/2020,H24,25.43
3/21/2020,H1,31.75
3/21/2020,H2,35.88
3/21/2020,H3,48.9
3/21/2020,H4,58
3/21/2020,H5,61.57
3/21/2020,H6,57.3
3/21/2020,H7,50.87
3/21/2020,H8,48.31
3/21/2020,H9,45.03
3/21/2020,H10,43.26
3/21/2020,H11,42.19
3/21/2020,H12,43.87
3/21/2020,H13,44.69
3/21/2020,H14,51.19
3/21/2020,H15,56.3
3/21/2020,H16,62.38
3/21/2020,H17,60.89
3/21/2020,H18,51.13
3/21/2020,H19,43.65
3/21/2020,H20,36
3/21/2020,H21,29.85
3/21/2020,H22,26.78
3/21/2020,H23,25.01
3/21/2020,H24,24.58
3/22/2020,H1,22.71
3/22/2020,H2,29.45
3/22/2020,H3,39.2
3/22/2020,H4,48.54
3/22/2020,H5,52.29
3/22/2020,H6,52.12
3/22/2020,H7,50.02
3/22/2020,H8,50.12
3/22/2020,H9,48.88
3/22/2020,H10,47.03
3/22/2020,H11,44.76
3/22/2020,H12,45.02
3/22/2020,H13,42.67
3/22/2020,H14,44.16
3/22/2020,H15,48.9
3/22/2020,H16,57.58
3/22/2020,H17,47.5
3/22/2020,H18,39.56
3/22/2020,H19,35.43
3/22/2020,H20,31.01
3/22/2020,H21,35.9
3/22/2020,H22,32.52
3/22/2020,H23,31.39
3/22/2020,H24,31.3
3/23/2020,H1,28.14
3/23/2020,H2,28.57
3/23/2020,H3,30.07
3/23/2020,H4,36.65
3/23/2020,H5,35.97
3/23/2020,H6,35.98
3/23/2020,H7,34.73
3/23/2020,H8,34.73
3/23/2020,H9,34.51
3/23/2020,H10,34.05
3/23/2020,H11,36.39
3/23/2020,H12,41.52
3/23/2020,H13,50.56
3/23/2020,H14,51.95
3/23/2020,H15,50.47
3/23/2020,H16,48.34
3/23/2020,H17,46
3/23/2020,H18,41.77
3/23/2020,H19,38.7
3/23/2020,H20,33.31
3/23/2020,H21,32.83
3/23/2020,H22,26
3/23/2020,H23,22.67
3/23/2020,H24,18.84
3/24/2020,H1,30.7
3/24/2020,H2,37.99
3/24/2020,H3,52.01
3/24/2020,H4,65.36
3/24/2020,H5,65.37
3/24/2020,H6,67.01
3/24/2020,H7,65.88
3/24/2020,H8,67.52
3/24/2020,H9,66.09
3/24/2020,H10,65.47
3/24/2020,H11,66.02
3/24/2020,H12,70
3/24/2020,H13,100.96
3/24/2020,H14,81.07
3/24/2020,H15,76.09
3/24/2020,H16,70.19
3/24/2020,H17,62.39
3/24/2020,H18,53.69
3/24/2020,H19,55.22
